average_user,1.0

country,sessions_ave
CA,0.0
CH,0.0
CN,0.0
GB,0.0
US,0.0

date,sessions_ave
2022-06-15,0.0
average_user,1.0

country,sessions_ave
CH,0.0
FR,1.0
GB,0.5
NL,0.0
US,0.25

date,sessions_ave
2022-06-15,0.3
